"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Jul 31 14:47:38 UTC 2026","Fri Jul 31 14:47:38 UTC 2026","510","functional","test_create_event_validation","","","","test_create_event_with_empty_name_stays_on_form[chromium]",""
"passed","Fri Jul 31 14:47:38 UTC 2026","Fri Jul 31 14:47:39 UTC 2026","759","functional","test_register_duplicate_email","","","","test_register_same_email_twice_shows_error[chromium]",""
"passed","Fri Jul 31 14:47:36 UTC 2026","Fri Jul 31 14:47:38 UTC 2026","1606","functional","test_create_event_and_register","","","","test_create_event_and_register_shows_success[chromium]",""
"passed","Fri Jul 31 14:47:39 UTC 2026","Fri Jul 31 14:47:39 UTC 2026","348","functional","test_register_user","","","","test_register_shows_user_in_header[chromium]",""
