"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Aug 02 00:13:40 UTC 2026","Sun Aug 02 00:13:40 UTC 2026","44","","com.fettqa.events.event.mock_mvc.EventControllerMockMvcTest","","com.fettqa.events.event.mock_mvc.EventControllerMockMvcTest","createEvent_returns400","createEvent_returns400()",""
"passed","Sun Aug 02 00:13:52 UTC 2026","Sun Aug 02 00:13:52 UTC 2026","133","","com.fettqa.events.event.rest.EventControllerApiTest.BulkEventCreation","","com.fettqa.events.event.rest.EventControllerApiTest$BulkEventCreation","createInvalidEventsBulk_returns400","createInvalidEventsBulk_returns400()",""
"passed","Sun Aug 02 00:13:49 UTC 2026","Sun Aug 02 00:13:50 UTC 2026","152","","com.fettqa.events.event.rest.AuthControllerApiTest","","com.fettqa.events.event.rest.AuthControllerApiTest","createEvent_withUserToken_returns403","createEvent_withUserToken_returns403()",""
"passed","Sun Aug 02 00:13:55 UTC 2026","Sun Aug 02 00:13:55 UTC 2026","263","","com.fettqa.events.event.rest.RegistrationControllerApiTest","","com.fettqa.events.event.rest.RegistrationControllerApiTest","registration_returns409_whenEmailAlreadyRegistered","registration_returns409_whenEmailAlreadyRegistered()",""
"passed","Sun Aug 02 00:13:51 UTC 2026","Sun Aug 02 00:13:52 UTC 2026","354","","com.fettqa.events.event.rest.DeletePermissionsApiTest","","com.fettqa.events.event.rest.DeletePermissionsApiTest","user_canDeleteOwnRegistration","user_canDeleteOwnRegistration()",""
"passed","Sun Aug 02 00:14:01 UTC 2026","Sun Aug 02 00:14:01 UTC 2026","709","","com.fettqa.events.event.spring_boot.RegistrationKafkaIT","","com.fettqa.events.event.spring_boot.RegistrationKafkaIT","publishesAndRead","publishesAndRead()",""
"passed","Sun Aug 02 00:13:54 UTC 2026","Sun Aug 02 00:13:55 UTC 2026","314","","com.fettqa.events.event.rest.RegistrationControllerApiTest","","com.fettqa.events.event.rest.RegistrationControllerApiTest","get_registration_returns200","get_registration_returns200()",""
"passed","Sun Aug 02 00:13:55 UTC 2026","Sun Aug 02 00:13:55 UTC 2026","117","","com.fettqa.events.event.rest.RegistrationControllerApiTest","","com.fettqa.events.event.rest.RegistrationControllerApiTest","get_registration_returns404","get_registration_returns404()",""
"passed","Sun Aug 02 00:13:55 UTC 2026","Sun Aug 02 00:13:55 UTC 2026","138","","com.fettqa.events.event.rest.RegistrationControllerApiTest","","com.fettqa.events.event.rest.RegistrationControllerApiTest","get_registration_returns_empty_list","get_registration_returns_empty_list()",""
"passed","Sun Aug 02 00:13:50 UTC 2026","Sun Aug 02 00:13:50 UTC 2026","131","","com.fettqa.events.event.rest.AuthControllerApiTest","","com.fettqa.events.event.rest.AuthControllerApiTest","loginAdmin_returnsToken","loginAdmin_returnsToken()",""
