"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Aug 13 15:03:36 UTC 2026","Thu Aug 13 15:03:50 UTC 2026","13854","tests","test_register_for_event","","","","test_register_duplicate_shows_error",""
"passed","Thu Aug 13 15:02:49 UTC 2026","Thu Aug 13 15:02:57 UTC 2026","7638","tests","test_login","","","","test_login_admin",""
"passed","Thu Aug 13 15:03:56 UTC 2026","Thu Aug 13 15:04:20 UTC 2026","23790","tests","test_register_user","","","","test_register_user",""
"passed","Thu Aug 13 15:02:37 UTC 2026","Thu Aug 13 15:02:39 UTC 2026","1878","tests","test_guest","","","","test_guest_sees_events",""
"passed","Thu Aug 13 15:03:17 UTC 2026","Thu Aug 13 15:03:30 UTC 2026","12743","tests","test_register_for_event","","","","test_register_for_event_success",""
"passed","Thu Aug 13 15:03:03 UTC 2026","Thu Aug 13 15:03:08 UTC 2026","5469","tests","test_login","","","","test_login_bad_password",""
