"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Aug 05 13:45:39 UTC 2026","Wed Aug 05 13:45:39 UTC 2026","19","","com.fettqa.events.event.mock_mvc.RegistrationControllerMockMvcTest","","com.fettqa.events.event.mock_mvc.RegistrationControllerMockMvcTest","create_returns201","create_returns201()",""
"passed","Wed Aug 05 13:45:46 UTC 2026","Wed Aug 05 13:45:47 UTC 2026","756","","com.fettqa.events.event.spring_boot.RegistrationKafkaIT","","com.fettqa.events.event.spring_boot.RegistrationKafkaIT","publishesAndRead","publishesAndRead()",""
"passed","Wed Aug 05 13:45:38 UTC 2026","Wed Aug 05 13:45:39 UTC 2026","283","","com.fettqa.events.event.mock_mvc.EventControllerMockMvcTest","","com.fettqa.events.event.mock_mvc.EventControllerMockMvcTest","createEvent_returns201","createEvent_returns201()",""
"passed","Wed Aug 05 13:45:47 UTC 2026","Wed Aug 05 13:45:47 UTC 2026","139","","com.fettqa.events.messaging.RegistrationEmailServiceTest","","com.fettqa.events.messaging.RegistrationEmailServiceTest","sendRegistrationConfirmation_setsToSubjectAndBody","sendRegistrationConfirmation_setsToSubjectAndBody()",""
"passed","Wed Aug 05 13:45:39 UTC 2026","Wed Aug 05 13:45:39 UTC 2026","42","","com.fettqa.events.event.mock_mvc.EventControllerMockMvcTest","","com.fettqa.events.event.mock_mvc.EventControllerMockMvcTest","createEvent_returns400","createEvent_returns400()",""
