"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Aug 01 05:38:44 UTC 2026","Sat Aug 01 05:38:57 UTC 2026","12824","","com.fettqa.events.mobile.LoginTest","","com.fettqa.events.mobile.LoginTest","login_admin_shows_admin_controls","login_admin_shows_admin_controls()",""
"passed","Sat Aug 01 05:39:17 UTC 2026","Sat Aug 01 05:39:34 UTC 2026","16457","","com.fettqa.events.mobile.RegisterForEventTest","","com.fettqa.events.mobile.RegisterForEventTest","register_for_event_success","register_for_event_success()",""
"passed","Sat Aug 01 05:39:34 UTC 2026","Sat Aug 01 05:39:49 UTC 2026","14809","","com.fettqa.events.mobile.RegisterUserTest","","com.fettqa.events.mobile.RegisterUserTest","register_user_reaches_events_without_create_fab","register_user_reaches_events_without_create_fab()",""
"passed","Sat Aug 01 05:38:57 UTC 2026","Sat Aug 01 05:39:17 UTC 2026","20017","","com.fettqa.events.mobile.RegisterForEventTest","","com.fettqa.events.mobile.RegisterForEventTest","register_duplicate_shows_error","register_duplicate_shows_error()",""
"passed","Sat Aug 01 05:38:12 UTC 2026","Sat Aug 01 05:38:30 UTC 2026","18514","","com.fettqa.events.mobile.GuestEventsTest","","com.fettqa.events.mobile.GuestEventsTest","guest_sees_events_list","guest_sees_events_list()",""
"passed","Sat Aug 01 05:38:30 UTC 2026","Sat Aug 01 05:38:44 UTC 2026","14176","","com.fettqa.events.mobile.LoginTest","","com.fettqa.events.mobile.LoginTest","login_bad_password_shows_error","login_bad_password_shows_error()",""
