"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Aug 13 11:05:12 UTC 2026","Thu Aug 13 11:05:33 UTC 2026","20595","","com.fettqa.events.mobile.GuestEventsTest","","com.fettqa.events.mobile.GuestEventsTest","guest_sees_events_list","guest_sees_events_list()",""
"passed","Thu Aug 13 11:05:48 UTC 2026","Thu Aug 13 11:06:01 UTC 2026","13282","","com.fettqa.events.mobile.LoginTest","","com.fettqa.events.mobile.LoginTest","login_admin_shows_admin_controls","login_admin_shows_admin_controls()",""
"passed","Thu Aug 13 11:05:33 UTC 2026","Thu Aug 13 11:05:48 UTC 2026","14424","","com.fettqa.events.mobile.LoginTest","","com.fettqa.events.mobile.LoginTest","login_bad_password_shows_error","login_bad_password_shows_error()",""
"passed","Thu Aug 13 11:06:37 UTC 2026","Thu Aug 13 11:06:52 UTC 2026","14669","","com.fettqa.events.mobile.RegisterUserTest","","com.fettqa.events.mobile.RegisterUserTest","register_user_reaches_events_without_create_fab","register_user_reaches_events_without_create_fab()",""
"passed","Thu Aug 13 11:06:01 UTC 2026","Thu Aug 13 11:06:20 UTC 2026","18725","","com.fettqa.events.mobile.RegisterForEventTest","","com.fettqa.events.mobile.RegisterForEventTest","register_duplicate_shows_error","register_duplicate_shows_error()",""
"passed","Thu Aug 13 11:06:20 UTC 2026","Thu Aug 13 11:06:37 UTC 2026","17209","","com.fettqa.events.mobile.RegisterForEventTest","","com.fettqa.events.mobile.RegisterForEventTest","register_for_event_success","register_for_event_success()",""
