"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Aug 05 14:10:06 UTC 2026","Wed Aug 05 14:10:21 UTC 2026","15674","","com.fettqa.events.mobile.RegisterForEventTest","","com.fettqa.events.mobile.RegisterForEventTest","register_for_event_success","register_for_event_success()",""
"passed","Wed Aug 05 14:09:21 UTC 2026","Wed Aug 05 14:09:36 UTC 2026","15527","","com.fettqa.events.mobile.LoginTest","","com.fettqa.events.mobile.LoginTest","login_bad_password_shows_error","login_bad_password_shows_error()",""
"passed","Wed Aug 05 14:10:21 UTC 2026","Wed Aug 05 14:10:36 UTC 2026","14930","","com.fettqa.events.mobile.RegisterUserTest","","com.fettqa.events.mobile.RegisterUserTest","register_user_reaches_events_without_create_fab","register_user_reaches_events_without_create_fab()",""
"passed","Wed Aug 05 14:09:09 UTC 2026","Wed Aug 05 14:09:21 UTC 2026","12147","","com.fettqa.events.mobile.GuestEventsTest","","com.fettqa.events.mobile.GuestEventsTest","guest_sees_events_list","guest_sees_events_list()",""
"passed","Wed Aug 05 14:09:48 UTC 2026","Wed Aug 05 14:10:06 UTC 2026","18059","","com.fettqa.events.mobile.RegisterForEventTest","","com.fettqa.events.mobile.RegisterForEventTest","register_duplicate_shows_error","register_duplicate_shows_error()",""
"passed","Wed Aug 05 14:09:36 UTC 2026","Wed Aug 05 14:09:48 UTC 2026","11214","","com.fettqa.events.mobile.LoginTest","","com.fettqa.events.mobile.LoginTest","login_admin_shows_admin_controls","login_admin_shows_admin_controls()",""
