"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Aug 05 13:23:28 UTC 2026","Wed Aug 05 13:23:41 UTC 2026","12941","","com.fettqa.events.mobile.LoginTest","","com.fettqa.events.mobile.LoginTest","login_admin_shows_admin_controls","login_admin_shows_admin_controls()",""
"passed","Wed Aug 05 13:23:41 UTC 2026","Wed Aug 05 13:24:00 UTC 2026","18766","","com.fettqa.events.mobile.RegisterForEventTest","","com.fettqa.events.mobile.RegisterForEventTest","register_duplicate_shows_error","register_duplicate_shows_error()",""
"passed","Wed Aug 05 13:22:53 UTC 2026","Wed Aug 05 13:23:08 UTC 2026","14258","","com.fettqa.events.mobile.GuestEventsTest","","com.fettqa.events.mobile.GuestEventsTest","guest_sees_events_list","guest_sees_events_list()",""
"passed","Wed Aug 05 13:24:16 UTC 2026","Wed Aug 05 13:24:31 UTC 2026","15065","","com.fettqa.events.mobile.RegisterUserTest","","com.fettqa.events.mobile.RegisterUserTest","register_user_reaches_events_without_create_fab","register_user_reaches_events_without_create_fab()",""
"passed","Wed Aug 05 13:23:08 UTC 2026","Wed Aug 05 13:23:28 UTC 2026","20101","","com.fettqa.events.mobile.LoginTest","","com.fettqa.events.mobile.LoginTest","login_bad_password_shows_error","login_bad_password_shows_error()",""
"passed","Wed Aug 05 13:24:00 UTC 2026","Wed Aug 05 13:24:16 UTC 2026","16385","","com.fettqa.events.mobile.RegisterForEventTest","","com.fettqa.events.mobile.RegisterForEventTest","register_for_event_success","register_for_event_success()",""
