"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Aug 01 05:23:12 UTC 2026","Sat Aug 01 05:23:13 UTC 2026","384","","com.fettqa.events.event.rest.RegistrationControllerApiTest","","com.fettqa.events.event.rest.RegistrationControllerApiTest","registration_returns409_whenEventIsFull","registration_returns409_whenEventIsFull()",""
"passed","Sat Aug 01 05:23:07 UTC 2026","Sat Aug 01 05:23:07 UTC 2026","31","","com.fettqa.events.event.rest.AuthControllerApiTest","","com.fettqa.events.event.rest.AuthControllerApiTest","createEvent_withoutToken_returns403","createEvent_withoutToken_returns403()",""
"passed","Sat Aug 01 05:23:10 UTC 2026","Sat Aug 01 05:23:10 UTC 2026","191","","com.fettqa.events.event.rest.EventControllerApiTest.EventLifecycle","","com.fettqa.events.event.rest.EventControllerApiTest$EventLifecycle","patchEvent_returns200","patchEvent_returns200()",""
"passed","Sat Aug 01 05:23:10 UTC 2026","Sat Aug 01 05:23:10 UTC 2026","139","","com.fettqa.events.event.rest.EventControllerApiTest.EventLifecycle","","com.fettqa.events.event.rest.EventControllerApiTest$EventLifecycle","createEvent_returns201","createEvent_returns201()",""
"passed","Sat Aug 01 05:23:11 UTC 2026","Sat Aug 01 05:23:11 UTC 2026","160","","com.fettqa.events.event.rest.EventControllerApiTest.EventLifecycle","","com.fettqa.events.event.rest.EventControllerApiTest$EventLifecycle","deleteEvent_returns204","deleteEvent_returns204()",""
"passed","Sat Aug 01 05:23:10 UTC 2026","Sat Aug 01 05:23:10 UTC 2026","150","","com.fettqa.events.event.rest.EventControllerApiTest.EventLifecycle","","com.fettqa.events.event.rest.EventControllerApiTest$EventLifecycle","getEvent_returnsEmpty","getEvent_returnsEmpty()",""
"passed","Sat Aug 01 05:23:08 UTC 2026","Sat Aug 01 05:23:08 UTC 2026","296","","com.fettqa.events.event.rest.DeletePermissionsApiTest","","com.fettqa.events.event.rest.DeletePermissionsApiTest","admin_canDeleteAnyRegistration","admin_canDeleteAnyRegistration()",""
"passed","Sat Aug 01 05:23:12 UTC 2026","Sat Aug 01 05:23:12 UTC 2026","108","","com.fettqa.events.event.rest.RegistrationControllerApiTest","","com.fettqa.events.event.rest.RegistrationControllerApiTest","get_registration_returns404","get_registration_returns404()",""
"passed","Sat Aug 01 05:23:11 UTC 2026","Sat Aug 01 05:23:12 UTC 2026","402","","com.fettqa.events.event.rest.RegistrationControllerApiTest","","com.fettqa.events.event.rest.RegistrationControllerApiTest","registration_concurrent_respectsMaxSeats","registration_concurrent_respectsMaxSeats()",""
"passed","Sat Aug 01 05:23:09 UTC 2026","Sat Aug 01 05:23:09 UTC 2026","338","","com.fettqa.events.event.rest.DeletePermissionsApiTest","","com.fettqa.events.event.rest.DeletePermissionsApiTest","user_canDeleteOwnRegistration","user_canDeleteOwnRegistration()",""
"passed","Sat Aug 01 05:23:07 UTC 2026","Sat Aug 01 05:23:08 UTC 2026","446","","com.fettqa.events.event.rest.DeletePermissionsApiTest","","com.fettqa.events.event.rest.DeletePermissionsApiTest","user_cannotDeleteSomeoneElsesRegistration","user_cannotDeleteSomeoneElsesRegistration()",""
"passed","Sat Aug 01 05:23:18 UTC 2026","Sat Aug 01 05:23:18 UTC 2026","696","","com.fettqa.events.event.spring_boot.RegistrationKafkaIT","","com.fettqa.events.event.spring_boot.RegistrationKafkaIT","publishesAndRead","publishesAndRead()",""
"passed","Sat Aug 01 05:23:06 UTC 2026","Sat Aug 01 05:23:07 UTC 2026","177","","com.fettqa.events.event.rest.AdminUserControllerApiTest","","com.fettqa.events.event.rest.AdminUserControllerApiTest","listUsers_asUser_returns403","listUsers_asUser_returns403()",""
"passed","Sat Aug 01 05:23:09 UTC 2026","Sat Aug 01 05:23:10 UTC 2026","122","","com.fettqa.events.event.rest.EventControllerApiTest.BulkEventCreation","","com.fettqa.events.event.rest.EventControllerApiTest$BulkEventCreation","createDuplicatedEventsBulk_returns400","createDuplicatedEventsBulk_returns400()",""
"passed","Sat Aug 01 05:23:09 UTC 2026","Sat Aug 01 05:23:09 UTC 2026","128","","com.fettqa.events.event.rest.EventControllerApiTest.BulkEventCreation","","com.fettqa.events.event.rest.EventControllerApiTest$BulkEventCreation","createInvalidEventsBulk_returns400","createInvalidEventsBulk_returns400()",""
"passed","Sat Aug 01 05:23:12 UTC 2026","Sat Aug 01 05:23:12 UTC 2026","162","","com.fettqa.events.event.rest.RegistrationControllerApiTest","","com.fettqa.events.event.rest.RegistrationControllerApiTest","registration_withoutToken_returns401or403","registration_withoutToken_returns401or403()",""
"passed","Sat Aug 01 05:23:12 UTC 2026","Sat Aug 01 05:23:12 UTC 2026","270","","com.fettqa.events.event.rest.RegistrationControllerApiTest","","com.fettqa.events.event.rest.RegistrationControllerApiTest","get_registration_returns200","get_registration_returns200()",""
"passed","Sat Aug 01 05:23:10 UTC 2026","Sat Aug 01 05:23:10 UTC 2026","154","","com.fettqa.events.event.rest.EventControllerApiTest.EventLifecycle","","com.fettqa.events.event.rest.EventControllerApiTest$EventLifecycle","getEventById_returns200","getEventById_returns200()",""
"passed","Sat Aug 01 05:23:15 UTC 2026","Sat Aug 01 05:23:16 UTC 2026","1100","","com.fettqa.events.event.rest.RegistrationKafkaApiTest","","com.fettqa.events.event.rest.RegistrationKafkaApiTest","registration_publishesRegistrationCreatedEvent","registration_publishesRegistrationCreatedEvent()",""
"passed","Sat Aug 01 05:23:07 UTC 2026","Sat Aug 01 05:23:07 UTC 2026","124","","com.fettqa.events.event.rest.AuthControllerApiTest","","com.fettqa.events.event.rest.AuthControllerApiTest","loginAdmin_returnsToken","loginAdmin_returnsToken()",""
"passed","Sat Aug 01 05:23:12 UTC 2026","Sat Aug 01 05:23:12 UTC 2026","137","","com.fettqa.events.event.rest.RegistrationControllerApiTest","","com.fettqa.events.event.rest.RegistrationControllerApiTest","get_registration_returns_empty_list","get_registration_returns_empty_list()",""
"passed","Sat Aug 01 05:23:07 UTC 2026","Sat Aug 01 05:23:07 UTC 2026","445","","com.fettqa.events.event.rest.AdminUserControllerApiTest","","com.fettqa.events.event.rest.AdminUserControllerApiTest","updateRole_asAdmin_setsSuperUser","updateRole_asAdmin_setsSuperUser()",""
"passed","Sat Aug 01 05:23:04 UTC 2026","Sat Aug 01 05:23:06 UTC 2026","1919","","com.fettqa.events.event.rest.AdminUserControllerApiTest","","com.fettqa.events.event.rest.AdminUserControllerApiTest","listUsers_asAdmin_excludesAdminRole","listUsers_asAdmin_excludesAdminRole()",""
"passed","Sat Aug 01 05:23:10 UTC 2026","Sat Aug 01 05:23:10 UTC 2026","190","","com.fettqa.events.event.rest.EventControllerApiTest.EventLifecycle","","com.fettqa.events.event.rest.EventControllerApiTest$EventLifecycle","getEventByName_returns200","getEventByName_returns200()",""
