"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Aug 13 14:53:56 UTC 2026","Thu Aug 13 14:54:09 UTC 2026","12725","","com.fettqa.events.mobile.LoginTest","","com.fettqa.events.mobile.LoginTest","login_bad_password_shows_error","login_bad_password_shows_error()",""
"passed","Thu Aug 13 14:54:40 UTC 2026","Thu Aug 13 14:54:58 UTC 2026","18560","","com.fettqa.events.mobile.RegisterForEventTest","","com.fettqa.events.mobile.RegisterForEventTest","register_for_event_success","register_for_event_success()",""
"passed","Thu Aug 13 14:54:09 UTC 2026","Thu Aug 13 14:54:20 UTC 2026","11430","","com.fettqa.events.mobile.LoginTest","","com.fettqa.events.mobile.LoginTest","login_admin_shows_admin_controls","login_admin_shows_admin_controls()",""
"passed","Thu Aug 13 14:54:20 UTC 2026","Thu Aug 13 14:54:40 UTC 2026","19166","","com.fettqa.events.mobile.RegisterForEventTest","","com.fettqa.events.mobile.RegisterForEventTest","register_duplicate_shows_error","register_duplicate_shows_error()",""
"passed","Thu Aug 13 14:53:40 UTC 2026","Thu Aug 13 14:53:56 UTC 2026","16318","","com.fettqa.events.mobile.GuestEventsTest","","com.fettqa.events.mobile.GuestEventsTest","guest_sees_events_list","guest_sees_events_list()",""
"passed","Thu Aug 13 14:54:58 UTC 2026","Thu Aug 13 14:55:14 UTC 2026","15785","","com.fettqa.events.mobile.RegisterUserTest","","com.fettqa.events.mobile.RegisterUserTest","register_user_reaches_events_without_create_fab","register_user_reaches_events_without_create_fab()",""
