"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Aug 05 14:14:10 UTC 2026","Wed Aug 05 14:14:11 UTC 2026","795","functional","test_register_sends_email","","","","test_register_for_event_sends_confirmation_email[chromium]",""
"passed","Wed Aug 05 14:14:09 UTC 2026","Wed Aug 05 14:14:09 UTC 2026","527","functional","test_create_event_validation","","","","test_create_event_with_empty_name_stays_on_form[chromium]",""
"passed","Wed Aug 05 14:14:11 UTC 2026","Wed Aug 05 14:14:11 UTC 2026","334","functional","test_register_user","","","","test_register_shows_user_in_header[chromium]",""
"passed","Wed Aug 05 14:14:06 UTC 2026","Wed Aug 05 14:14:08 UTC 2026","1942","functional","test_bdd","","","","test_admin_creates_an_event_and_registers_for_it[chromium]","/home/runner/work/event-registration-platform/event-registration-platform/tests-web/python/features/create_event_and_register.feature: Admin creates an event and registers for it"
"passed","Wed Aug 05 14:14:08 UTC 2026","Wed Aug 05 14:14:08 UTC 2026","353","functional","test_bdd","","","","test_new_user_sees_their_info_in_the_header[chromium]","/home/runner/work/event-registration-platform/event-registration-platform/tests-web/python/features/register_user.feature: New user sees their info in the header"
"passed","Wed Aug 05 14:14:08 UTC 2026","Wed Aug 05 14:14:09 UTC 2026","754","functional","test_create_event_and_register","","","","test_create_event_and_register_shows_success[chromium]",""
"passed","Wed Aug 05 14:14:09 UTC 2026","Wed Aug 05 14:14:10 UTC 2026","758","functional","test_register_duplicate_email","","","","test_register_same_email_twice_shows_error[chromium]",""
