"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Aug 03 18:26:34 UTC 2026","Mon Aug 03 18:26:34 UTC 2026","273","","com.fettqa.events.event.rest.RegistrationControllerApiTest","","com.fettqa.events.event.rest.RegistrationControllerApiTest","registration_returns409_whenEmailAlreadyRegistered","registration_returns409_whenEmailAlreadyRegistered()",""
"passed","Mon Aug 03 18:26:34 UTC 2026","Mon Aug 03 18:26:34 UTC 2026","148","","com.fettqa.events.event.rest.RegistrationControllerApiTest","","com.fettqa.events.event.rest.RegistrationControllerApiTest","get_registration_returns_empty_list","get_registration_returns_empty_list()",""
"passed","Mon Aug 03 18:26:29 UTC 2026","Mon Aug 03 18:26:29 UTC 2026","339","","com.fettqa.events.event.rest.DeletePermissionsApiTest","","com.fettqa.events.event.rest.DeletePermissionsApiTest","admin_canDeleteAnyRegistration","admin_canDeleteAnyRegistration()",""
"passed","Mon Aug 03 18:26:28 UTC 2026","Mon Aug 03 18:26:28 UTC 2026","139","","com.fettqa.events.event.rest.AuthControllerApiTest","","com.fettqa.events.event.rest.AuthControllerApiTest","loginAdmin_returnsToken","loginAdmin_returnsToken()",""
"passed","Mon Aug 03 18:26:19 UTC 2026","Mon Aug 03 18:26:19 UTC 2026","47","","com.fettqa.events.event.mock_mvc.EventControllerMockMvcTest","","com.fettqa.events.event.mock_mvc.EventControllerMockMvcTest","createEvent_returns400","createEvent_returns400()",""
"passed","Mon Aug 03 18:26:28 UTC 2026","Mon Aug 03 18:26:28 UTC 2026","158","","com.fettqa.events.event.rest.AuthControllerApiTest","","com.fettqa.events.event.rest.AuthControllerApiTest","createEvent_withUserToken_returns403","createEvent_withUserToken_returns403()",""
"passed","Mon Aug 03 18:26:32 UTC 2026","Mon Aug 03 18:26:32 UTC 2026","167","","com.fettqa.events.event.rest.EventControllerApiTest.EventLifecycle","","com.fettqa.events.event.rest.EventControllerApiTest$EventLifecycle","patchEvent_returns400","patchEvent_returns400()",""
"passed","Mon Aug 03 18:26:34 UTC 2026","Mon Aug 03 18:26:35 UTC 2026","535","","com.fettqa.events.event.rest.RegistrationControllerApiTest","","com.fettqa.events.event.rest.RegistrationControllerApiTest","search_registrations_returnsPagedResult","search_registrations_returnsPagedResult()",""
"passed","Mon Aug 03 18:26:28 UTC 2026","Mon Aug 03 18:26:28 UTC 2026","33","","com.fettqa.events.event.rest.AuthControllerApiTest","","com.fettqa.events.event.rest.AuthControllerApiTest","createEvent_withoutToken_returns403","createEvent_withoutToken_returns403()",""
"passed","Mon Aug 03 18:26:35 UTC 2026","Mon Aug 03 18:26:35 UTC 2026","144","","com.fettqa.events.event.rest.RegistrationControllerApiTest","","com.fettqa.events.event.rest.RegistrationControllerApiTest","registration_withoutToken_returns401or403","registration_withoutToken_returns401or403()",""
"passed","Mon Aug 03 18:26:32 UTC 2026","Mon Aug 03 18:26:32 UTC 2026","163","","com.fettqa.events.event.rest.EventControllerApiTest.EventLifecycle","","com.fettqa.events.event.rest.EventControllerApiTest$EventLifecycle","deleteEvent_returns204","deleteEvent_returns204()",""
"passed","Mon Aug 03 18:26:31 UTC 2026","Mon Aug 03 18:26:31 UTC 2026","197","","com.fettqa.events.event.rest.EventControllerApiTest.EventLifecycle","","com.fettqa.events.event.rest.EventControllerApiTest$EventLifecycle","getEventByName_returns200","getEventByName_returns200()",""
"passed","Mon Aug 03 18:26:19 UTC 2026","Mon Aug 03 18:26:19 UTC 2026","20","","com.fettqa.events.event.mock_mvc.RegistrationControllerMockMvcTest","","com.fettqa.events.event.mock_mvc.RegistrationControllerMockMvcTest","create_returns201","create_returns201()",""
