"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Aug 13 14:53:28 UTC 2026","Thu Aug 13 14:53:43 UTC 2026","14810","tests","test_register_for_event","","","","test_register_duplicate_shows_error",""
"passed","Thu Aug 13 14:52:54 UTC 2026","Thu Aug 13 14:53:02 UTC 2026","7879","tests","test_login","","","","test_login_bad_password",""
"passed","Thu Aug 13 14:52:42 UTC 2026","Thu Aug 13 14:52:50 UTC 2026","8040","tests","test_login","","","","test_login_admin",""
"passed","Thu Aug 13 14:52:32 UTC 2026","Thu Aug 13 14:52:33 UTC 2026","1155","tests","test_guest","","","","test_guest_sees_events",""
"passed","Thu Aug 13 14:53:50 UTC 2026","Thu Aug 13 14:54:14 UTC 2026","24502","tests","test_register_user","","","","test_register_user",""
"passed","Thu Aug 13 14:53:09 UTC 2026","Thu Aug 13 14:53:22 UTC 2026","12849","tests","test_register_for_event","","","","test_register_for_event_success",""
